Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,time
8,10,4,1,3,5,8,9,7,0.4563647396010182,2000-01-13
10,8,9,4,4,8,3,6,9,0.5209209304669233,2000-02-06
7,3,4,8,8,2,10,7,0,0.3573971955667945,2000-01-22
3,0,2,10,10,3,2,5,0,0.9596478823593487,2000-01-11
6,8,9,5,9,10,9,2,9,0.15950626859364136,2000-02-01
4,1,8,8,0,2,0,4,5,0.1307605839998054,2000-02-09
5,9,1,5,3,1,4,5,2,0.8863905817764082,2000-01-29
1,3,5,1,9,3,0,5,1,0.1596096038502819,2000-01-14
3,2,0,5,10,3,2,6,1,0.23668856462626486,2000-01-09
6,7,6,0,2,9,9,9,5,0.14490153931089056,2000-01-18
8,0,7,2,5,9,5,9,0,0.8445556360555525,2000-02-12
9,6,5,6,6,0,6,7,8,0.9827941485827056,2000-02-19
3,5,4,4,8,6,10,10,5,0.5176217157546213,2000-01-31
0,10,3,6,8,4,1,7,4,0.5959976575229026,2000-02-12
5,1,6,5,10,1,5,3,7,0.9627129018900624,2000-01-03
6,2,0,7,4,8,2,2,8,0.4316384797294184,2000-01-19
2,10,7,2,3,2,2,2,6,0.468628535253096,2000-01-09
7,2,4,3,2,9,10,3,9,0.8870784177679056,2000-01-10
8,10,9,10,6,0,3,8,0,0.11897315955466636,2000-01-01
7,5,7,7,0,0,1,3,1,0.1914282854603535,2000-02-18
4,1,7,4,3,7,4,8,7,0.9882771189239701,2000-01-17
5,2,0,8,10,8,10,1,0,0.8973519601898015,2000-02-07
9,0,5,7,2,3,0,1,7,0.8485058256861532,2000-01-12
0,7,5,8,0,7,1,5,4,0.5911612688242986,2000-01-28
4,9,6,10,0,1,6,0,9,0.7536355148328902,2000-01-28
4,7,5,0,4,6,5,8,9,0.6149725089009369,2000-02-01
0,5,8,0,1,1,1,3,0,0.9875425177674699,2000-01-04
1,6,6,7,10,9,1,9,4,0.2587427504833091,2000-02-06
4,9,2,9,9,7,0,9,3,0.7602083943979406,2000-01-18
0,3,10,10,4,9,0,5,8,0.496295737862662,2000-02-06
10,7,10,9,5,8,10,1,4,0.45797239468383366,2000-01-16
7,6,7,10,2,3,3,8,3,0.06148100886636709,2000-02-11
3,10,7,6,7,6,6,1,6,0.430962090473067,2000-01-14
9,8,1,4,0,1,4,0,2,0.3365100580265543,2000-01-15
10,1,7,3,1,2,5,9,4,0.9345448010680957,2000-02-15
1,6,4,9,8,4,6,3,6,0.5422377881436129,2000-02-17
9,9,0,2,4,3,1,4,0,0.6842431824059073,2000-01-03
2,10,7,9,0,7,10,6,0,0.8469531504302766,2000-01-08
10,0,7,5,0,7,9,1,10,0.647628473688904,2000-02-20
7,6,0,4,2,3,9,8,9,0.516420009138541,2000-02-15
9,5,7,0,5,4,5,4,0,0.44292665207913684,2000-01-12
6,5,4,9,9,5,6,1,0,0.8550705177972321,2000-01-13
2,3,9,9,5,10,10,5,5,0.8323247406850861,2000-02-18
8,9,10,10,4,5,1,9,0,0.12092730534730867,2000-01-25
6,4,0,10,6,8,0,4,1,0.7728386616801152,2000-01-28
10,1,8,2,10,3,9,3,2,0.86991346921339,2000-02-10
6,3,8,0,4,4,8,6,7,0.14373609037246682,2000-01-10
8,5,6,1,6,4,10,4,10,0.12546448556008205,2000-01-16
10,5,3,1,9,2,2,0,0,0.11554380191709546,2000-01-23
3,10,3,7,5,1,0,8,8,0.5311715683271722,2000-02-06
2,6,4,7,5,7,7,3,3,0.2621884460627979,2000-01-20
2,6,1,3,9,5,9,1,3,0.9929099873336714,2000-02-16
2,2,3,8,1,8,6,0,6,0.3065777999628905,2000-02-09
3,7,1,6,4,9,8,4,1,0.8553110354497132,2000-01-26
5,3,2,4,3,4,0,7,2,0.8260484668752235,2000-02-07
1,0,4,0,5,1,6,0,3,0.32688933878858384,2000-02-12
0,4,3,4,6,8,7,4,0,0.2003137872619507,2000-01-18
1,2,1,2,5,2,6,9,3,0.5591938772225847,2000-02-07
4,5,5,7,0,4,7,9,10,0.5633256326983155,2000-02-02
0,4,4,2,2,4,1,10,8,0.31964505441528857,2000-01-22
9,9,6,7,0,9,8,0,6,0.7474414147505328,2000-02-14
2,5,6,0,6,4,0,5,7,0.35398061488455435,2000-01-07
7,2,3,2,0,7,3,4,4,0.16677015451332056,2000-02-13
6,10,4,0,4,10,0,3,10,0.7495685562327864,2000-01-12
8,7,0,2,3,3,4,4,3,0.19957239655838532,2000-02-12
6,1,7,6,9,3,9,6,0,0.41048242679555147,2000-01-08
6,6,8,6,6,0,9,2,7,0.9163948301549184,2000-02-05
1,1,7,3,1,3,9,0,3,0.5585810707328009,2000-01-28
6,2,5,9,8,0,0,2,10,0.8584481691433512,2000-02-08
8,3,8,0,9,10,5,1,1,0.7269464940618094,2000-01-29
7,0,6,5,4,3,7,1,5,0.032008866386310286,2000-01-28
6,9,10,5,1,1,4,0,10,0.4076553449750514,2000-01-17
10,6,6,7,1,0,3,5,5,0.5552993542613237,2000-01-21
6,3,6,7,7,3,3,7,2,0.7000134097216367,2000-01-03
3,0,8,7,6,8,8,3,8,0.9381900083728685,2000-02-16
5,6,5,7,5,4,1,4,0,0.6889998611183856,2000-01-02
5,7,7,3,2,2,9,2,4,0.602961899860615,2000-01-10
7,4,9,3,1,3,2,7,2,0.8108824993532825,2000-02-10
5,8,3,2,4,2,9,4,6,0.6037095287988083,2000-02-07
9,10,9,9,3,6,4,5,3,0.29736218194948794,2000-01-14
5,8,1,5,6,8,4,10,1,0.3410491496378495,2000-01-17
4,9,0,7,3,2,9,7,4,0.26327141504991525,2000-02-14
4,4,3,4,10,5,3,8,5,0.882214587742448,2000-01-10
6,1,5,3,10,2,10,7,0,0.6954590676818517,2000-02-18
3,4,1,10,2,10,10,9,0,0.08357361530736451,2000-02-02
9,7,0,7,0,6,4,0,2,0.32768753749905677,2000-01-05
7,4,10,0,6,5,10,4,7,0.5801920973150991,2000-02-16
2,7,0,10,1,6,2,5,2,0.4936641210278824,2000-01-30
6,5,9,5,7,8,8,1,6,0.33234114613777854,2000-02-10
10,3,3,2,9,9,10,9,7,0.12557324310070983,2000-02-17
6,2,10,2,9,2,9,10,7,0.17920946318573328,2000-01-09
9,10,4,8,1,1,1,8,9,0.8999870333505069,2000-01-09
8,8,6,7,5,8,3,5,1,0.9221337759006601,2000-02-16
8,6,10,10,0,2,1,8,9,0.879597623470022,2000-02-12
1,7,8,0,8,1,5,6,3,0.24903313539397243,2000-01-03
9,9,0,7,10,3,10,10,3,0.1112823027363482,2000-01-22
6,9,3,7,2,2,7,2,2,0.7053211531969343,2000-02-12
5,2,2,4,0,1,7,0,0,0.7818146863108509,2000-01-01
3,1,7,10,3,9,9,2,0,0.05870660948575357,2000-01-23
5,3,9,0,3,10,4,8,0,0.5147116986857413,2000-01-19
9,10,8,9,4,5,10,4,1,0.39767973405965396,2000-01-18
5,10,9,9,4,8,4,5,9,0.39522774085753176,2000-02-11
5,3,1,2,8,1,6,3,9,0.9643808542259442,2000-01-06
3,10,0,7,4,2,2,10,7,0.2842956039325334,2000-01-25
0,0,1,0,1,0,2,9,6,0.32314764570753507,2000-02-20
7,2,8,0,4,5,0,8,3,0.21917909744649844,2000-02-16
5,2,9,6,3,3,0,0,2,0.04926589735525655,2000-02-02
2,7,0,4,9,4,10,3,0,0.1962578580765605,2000-01-21
8,5,3,9,10,1,3,9,8,0.5172819164765736,2000-01-09
3,8,7,8,6,5,4,10,2,0.7581313779552802,2000-02-04
6,7,9,9,6,1,8,0,2,0.4061999678848863,2000-01-28
8,5,6,6,7,8,7,8,2,0.4431063299922323,2000-01-18
8,6,6,5,6,9,3,2,9,0.6820501410429743,2000-01-12
0,10,1,7,10,6,0,10,5,0.803182939294987,2000-02-20
2,3,1,0,10,2,1,4,10,0.510747753284298,2000-01-21
3,2,3,2,1,4,5,2,5,0.13937236690955834,2000-01-23
10,5,8,10,6,7,7,6,5,0.440915166243004,2000-01-06
9,1,5,4,6,9,9,4,4,0.6148242544599674,2000-01-15
2,0,4,4,2,9,9,10,7,0.7096964702033929,2000-02-15
8,7,8,0,0,10,3,1,0,0.8088928628962377,2000-01-08
8,6,8,0,3,2,3,8,3,0.17533377443304432,2000-01-09
6,7,8,9,4,1,7,9,6,0.8232632222778723,2000-02-06
10,0,2,2,4,4,4,6,0,0.34044449995884085,2000-01-23
6,8,8,6,2,5,3,7,6,0.7745787927780803,2000-02-01
10,3,0,9,9,10,7,7,10,0.9726392560394301,2000-01-08
8,10,7,8,4,2,5,3,4,0.549646486155078,2000-02-13
0,1,3,1,3,5,2,0,4,0.5028247440252887,2000-01-31
6,1,4,1,5,1,8,2,4,0.5925711716633247,2000-02-11
5,6,3,10,8,0,1,6,1,0.6009395160104933,2000-01-22
5,1,1,4,4,10,4,10,7,0.7892421089814262,2000-02-11
10,7,10,10,2,9,6,3,5,0.6883929963225465,2000-01-03
5,10,9,3,2,0,6,10,9,0.5029144836927378,2000-02-16
9,0,5,3,7,1,1,8,10,0.025837289582739675,2000-02-20
0,0,3,4,3,6,7,6,2,0.6726223976824961,2000-01-24
6,4,9,0,10,8,3,7,7,0.00030031512042005826,2000-02-11
0,7,1,10,10,1,10,1,2,0.8869150847076774,2000-01-08
6,3,7,3,7,1,2,10,7,0.7814977508035281,2000-01-19
4,3,3,10,5,0,7,2,3,0.26001569658015344,2000-02-18
2,5,8,0,9,3,7,4,2,0.0862722976493856,2000-01-02
0,5,7,1,2,0,0,9,0,0.7425947290156775,2000-01-19
9,6,9,10,5,1,6,6,7,0.8277581424675192,2000-01-05
1,5,5,0,8,2,5,2,0,0.20559236068874154,2000-01-23
3,5,5,7,1,5,1,0,0,0.9856839980364829,2000-01-18
2,6,3,1,3,2,5,4,9,0.9253479644649083,2000-02-12
3,7,1,10,10,8,0,4,0,0.8101067426854143,2000-01-07
10,8,9,2,6,4,4,0,9,0.3688685244041957,2000-02-10
3,5,6,5,1,4,10,3,4,0.9468517931845556,2000-02-02
10,6,4,8,6,0,0,9,4,0.7961687800640161,2000-02-11
6,6,4,2,3,1,0,7,1,0.5562586445396888,2000-01-16
2,9,0,9,5,4,1,3,9,0.5541222428898354,2000-02-17
9,2,4,7,7,6,1,7,10,0.31358957121238773,2000-01-20
4,2,1,0,6,6,10,9,4,0.8707211946393104,2000-02-18
9,5,7,9,8,2,8,4,4,0.8113859054884457,2000-01-20
7,0,6,2,3,5,7,9,2,0.2898974100263332,2000-01-16
4,3,0,3,8,1,6,6,5,0.01703570880480043,2000-01-28
10,0,3,0,3,3,2,5,4,0.772840742049733,2000-01-21
1,6,5,9,9,5,9,0,6,0.524819526512906,2000-02-03
10,4,3,7,2,4,2,7,2,0.33817827090873853,2000-01-22
0,0,8,4,0,4,1,0,4,0.6376907627000423,2000-02-04
3,6,5,8,2,0,6,10,7,0.422504504429562,2000-01-30
5,1,8,1,4,8,3,2,1,0.5069114226486672,2000-02-18
6,0,2,1,10,3,3,8,1,0.7447112342098678,2000-01-13
4,6,1,3,10,0,1,8,5,0.7734739164837834,2000-01-17
9,10,7,5,7,10,4,0,7,0.43520021475942083,2000-01-24
10,5,6,8,1,6,8,7,6,0.42216889822036263,2000-02-14
1,4,10,1,1,3,2,5,1,0.293282078681398,2000-01-31
5,6,6,10,10,9,7,5,1,0.9264671444712478,2000-01-22
7,7,10,10,8,6,5,1,7,0.5080360602888163,2000-02-13
2,1,2,0,0,2,8,4,5,0.5009866216638081,2000-01-25
9,5,8,6,5,2,6,0,1,0.6952043987290344,2000-01-24
10,7,8,6,3,7,4,6,4,0.24314076085615777,2000-01-09
6,6,7,9,4,4,7,10,5,0.22830115154751618,2000-02-09
3,1,0,0,2,9,3,4,2,0.9003080304852288,2000-02-11
5,6,3,10,5,1,2,0,5,0.7357046933237238,2000-02-09
4,0,1,4,9,10,5,7,9,0.8865217317298303,2000-02-03
4,5,0,7,7,7,9,5,9,0.8333410728844783,2000-01-06
5,8,2,9,7,9,3,2,1,0.09058045639389578,2000-01-10
4,4,6,10,1,2,8,5,0,0.5426149796227628,2000-01-13
6,3,10,0,6,1,6,1,7,0.5856307163336597,2000-02-16
10,0,1,6,4,5,0,4,7,0.36696933205999616,2000-01-23
9,7,3,9,8,1,10,5,0,0.059339252422126454,2000-01-13
0,0,3,6,4,10,6,9,10,0.15093034030589803,2000-01-26
4,3,10,1,4,6,0,6,3,0.9736043495531937,2000-01-02
9,4,10,5,4,10,5,0,10,0.18742552828414727,2000-01-01
3,1,9,10,2,9,7,3,3,0.33770599649000943,2000-02-07
6,0,1,10,6,3,4,2,3,0.5148159156164348,2000-02-01
2,6,4,10,3,9,4,5,8,0.6874825345786275,2000-01-19
10,7,5,8,6,3,1,2,3,0.12519704369058904,2000-01-30
7,10,3,0,7,8,2,6,7,0.7530156966292458,2000-02-07
10,9,7,8,8,4,5,2,7,0.0029761831765688918,2000-01-14
8,5,7,8,1,9,4,2,6,0.14462048936534888,2000-01-22
4,5,2,8,4,9,8,5,1,0.9895224694172127,2000-02-06
5,10,1,7,7,3,7,0,3,0.4336130097513058,2000-02-08
4,1,0,5,9,10,5,2,4,0.3389355007986429,2000-02-13
7,5,2,2,10,10,6,9,4,0.4392140240061444,2000-02-18
3,5,2,5,8,6,7,9,4,0.48880605215978123,2000-02-04
9,1,3,0,0,2,6,6,5,0.3011448216702193,2000-01-22
9,5,6,1,3,7,5,9,1,0.45026296917417197,2000-02-01
8,1,2,1,5,8,1,3,0,0.17592006033814145,2000-01-04
3,3,3,2,9,3,6,4,3,0.9500075861275527,2000-02-08
6,9,10,9,4,8,5,3,2,0.267188565089274,2000-01-01
3,7,1,8,7,1,3,8,4,0.9776902831037872,2000-01-28
7,7,8,2,10,10,4,0,8,0.21423485281576937,2000-01-14
6,3,3,7,6,4,9,9,6,0.17884697661707027,2000-01-20
8,9,7,5,6,9,0,3,5,0.17038862357619988,2000-02-12
4,8,5,3,0,4,1,8,10,0.5993912272113152,2000-02-17
8,10,0,1,2,2,7,2,8,0.38490640238356055,2000-02-16
10,2,8,1,8,4,5,1,6,0.30160137116886254,2000-01-14
10,8,5,4,4,3,8,4,0,0.8507303141862351,2000-01-24
6,0,8,2,2,5,8,10,0,0.4216425451414878,2000-01-14
7,0,6,5,10,8,10,2,8,0.384011233399866,2000-01-20
6,2,10,2,0,2,8,10,1,0.6783698226768673,2000-01-02
2,9,9,10,7,6,2,2,4,0.12425377951216676,2000-02-12
6,2,6,3,4,5,8,3,9,0.3886465144690747,2000-01-11
9,8,4,9,10,6,8,3,10,0.5746882923997066,2000-01-18
9,3,6,2,6,0,9,3,3,0.6632427520400562,2000-02-14
1,3,5,5,0,4,9,7,0,0.35860964007535057,2000-02-09
6,9,6,5,3,6,10,5,0,0.017007891196303415,2000-01-13
0,1,3,5,7,4,6,8,5,0.17666156272397848,2000-01-28
7,8,9,10,5,5,1,3,2,0.07433637042866748,2000-01-24
6,4,6,0,10,8,10,7,5,0.22500748183262154,2000-01-29
7,2,9,1,9,0,0,9,3,0.8523078139696529,2000-01-21
7,8,6,7,8,6,8,5,9,0.03316768153642968,2000-01-30
8,5,5,2,4,0,7,1,0,0.6357997216304565,2000-01-29
8,3,7,8,1,10,10,8,7,0.8862423602609096,2000-01-18
9,9,8,8,2,10,7,3,3,0.7917947998488054,2000-02-19
10,2,2,0,7,1,8,0,3,0.5575393319520747,2000-01-05
0,9,9,10,5,2,3,8,8,0.859249226699358,2000-02-04
3,6,2,0,5,5,7,7,4,0.9369441134087603,2000-01-19
8,3,9,5,1,10,3,10,10,0.4702649234724515,2000-01-23
0,9,0,10,9,10,0,1,3,0.33757890529596,2000-01-26
0,5,3,1,5,9,7,1,4,0.09295481671405681,2000-02-14
6,6,7,1,4,7,10,7,0,0.8802837571799014,2000-01-15
8,0,4,4,6,3,3,7,5,0.45726773258196574,2000-02-01
3,2,6,9,5,9,7,5,9,0.7723267847188384,2000-01-05
0,2,2,3,0,5,1,9,2,0.7492708433580673,2000-01-30
7,9,5,9,8,0,3,8,9,0.28201468213657754,2000-02-17
6,3,5,5,10,3,3,9,8,0.05668568047902578,2000-01-03
6,3,5,0,10,9,3,4,8,0.26235423183757345,2000-02-19
5,2,2,9,10,9,9,0,9,0.02318451565901103,2000-02-15
8,7,8,8,3,0,4,5,1,0.6995248506297655,2000-01-25
7,7,3,3,7,8,4,1,2,0.651134352538173,2000-01-24
3,2,4,3,8,7,7,9,7,0.6979007888154644,2000-01-27
6,1,6,2,0,3,10,6,6,0.844352210475976,2000-01-24
10,9,10,7,6,6,3,7,7,0.5848939221437217,2000-01-26
8,2,4,10,10,10,10,10,6,0.7685551356521578,2000-01-02
3,5,3,8,0,10,10,0,9,0.8870936582157207,2000-01-09
2,5,0,10,4,0,8,0,7,0.03774169360064494,2000-02-20
10,6,0,10,7,2,3,2,3,0.7940805638225363,2000-02-09
6,4,0,10,4,1,10,9,9,0.8975346403297085,2000-02-05
3,3,4,10,10,7,1,2,2,0.2706714720831387,2000-02-18
2,0,5,3,0,4,6,1,8,0.1539058049357216,2000-02-03
1,3,3,6,3,4,3,7,4,0.04700861617896024,2000-01-15
10,7,10,8,2,1,9,10,7,0.6585310297636445,2000-01-08
4,2,6,9,1,2,9,0,1,0.5244280890394933,2000-01-01
10,2,1,10,4,1,9,5,6,0.606734503229524,2000-01-06
2,3,0,1,2,9,2,10,5,0.5047585694011654,2000-02-19
3,8,2,7,0,1,8,9,2,0.9889673239238655,2000-01-18
1,10,7,5,7,9,6,0,3,0.7431084480589527,2000-01-12
3,7,6,10,5,5,7,3,5,0.6752769193321408,2000-02-14
10,1,8,10,0,2,7,5,3,0.5298312621723745,2000-02-20
7,0,8,10,6,2,7,4,8,0.11832434639155276,2000-01-22
1,8,0,9,8,0,3,6,9,0.32925307932023473,2000-02-16
5,3,7,0,3,10,5,6,2,0.6326121026620899,2000-01-05
8,1,7,9,2,1,8,0,6,0.08955259414345607,2000-02-01
7,1,10,2,10,8,0,10,10,0.9279028135350805,2000-01-28
3,7,7,9,2,1,9,9,3,0.7874881756853774,2000-01-12
3,8,2,6,5,6,8,9,3,0.3965221391314486,2000-01-01
8,1,5,4,1,7,6,2,4,0.696047147406322,2000-01-11
5,0,7,5,9,7,1,2,7,0.7262689525508359,2000-02-11
4,10,3,7,7,4,6,7,7,0.7282370473951957,2000-01-25
5,2,4,4,8,10,6,8,8,0.7447759781683968,2000-02-02
3,3,3,1,4,2,1,2,9,0.7439248334936496,2000-01-15
0,5,1,6,9,9,2,10,0,0.8241918072070784,2000-02-15
7,5,9,9,1,2,4,2,8,0.7621936879205604,2000-02-01
6,6,2,8,0,7,10,9,7,0.1603168489683825,2000-01-18
4,2,2,4,4,0,4,9,6,0.5349998169687351,2000-01-16
2,4,0,5,9,7,4,9,7,0.7917894544137924,2000-02-20
2,5,0,8,5,4,0,1,10,0.6933997400571048,2000-02-09
9,1,6,5,4,3,6,7,3,0.557534463954905,2000-02-17
9,8,4,1,2,8,5,4,0,0.9990021097920629,2000-01-25
5,6,9,6,1,5,5,7,1,0.511748177361013,2000-02-08
4,5,2,1,2,10,6,3,10,0.49454436086632136,2000-01-17
5,2,4,0,4,6,10,5,4,0.6650595642377242,2000-02-03
5,1,4,9,2,8,2,4,0,0.9108442972959306,2000-02-18
8,3,8,3,3,8,8,3,1,0.764023942808641,2000-01-05
3,0,8,7,6,8,5,6,5,0.5343245562126451,2000-01-03
6,4,9,5,1,9,0,5,9,0.738547098750996,2000-01-22
5,8,0,0,2,4,3,4,7,0.9746288415065527,2000-01-03
5,8,4,10,2,3,10,0,5,0.2550266824180819,2000-02-01
7,9,5,7,8,5,2,9,4,0.7768360966537711,2000-01-30
10,0,9,0,3,1,7,2,9,0.3754428168781443,2000-01-09
4,5,1,2,1,10,7,5,0,0.09908965024443162,2000-01-11
5,4,5,3,2,10,7,1,2,0.5132402879377476,2000-01-21
9,5,5,9,8,1,8,6,7,0.08645726928155983,2000-01-17
9,7,7,6,2,4,4,3,7,0.5168972599084539,2000-01-02
4,8,2,8,8,10,7,9,6,0.5316212019374414,2000-02-20
6,4,5,6,3,6,1,4,3,0.08381192638861734,2000-02-19
1,6,2,9,6,6,1,2,7,0.4123219169568666,2000-01-12
3,3,1,1,1,8,0,1,10,0.36409403759021197,2000-01-15
5,9,6,10,6,2,4,1,2,0.44898634290770667,2000-01-21
8,5,8,3,0,0,10,2,1,0.6558268755133144,2000-01-07
7,4,10,0,9,2,5,9,2,0.024333199857526466,2000-02-16
2,2,10,1,0,9,5,7,8,0.8926378558948946,2000-01-12
5,9,3,6,8,5,5,10,8,0.4623871838439637,2000-01-27
9,6,9,5,9,4,0,7,4,0.4711163507213163,2000-01-16
4,1,2,4,6,0,7,10,8,0.5993051613420154,2000-01-23
8,4,6,6,1,4,6,0,10,0.484705844289431,2000-01-01
5,9,9,4,2,9,2,1,8,0.0800331645097222,2000-01-28
10,5,5,2,3,0,4,3,8,0.02254044148581147,2000-01-20
3,8,2,9,5,7,3,4,2,0.028600037595150396,2000-01-31
10,8,6,9,7,1,1,8,5,0.4820911863032914,2000-01-16
3,5,0,8,4,7,6,6,0,0.818758421302074,2000-01-20
3,7,1,2,4,5,5,3,0,0.9600743560235719,2000-01-10
10,8,8,6,8,4,0,9,7,0.3453614616620352,2000-01-02
0,2,4,0,1,5,6,10,6,0.20593567871821494,2000-01-06
9,9,6,8,3,9,8,7,5,0.5481048362867496,2000-02-18
8,2,2,5,4,4,7,4,5,0.0057549725419588915,2000-01-19
2,1,1,10,3,7,8,2,1,0.24221098002692087,2000-02-13
0,5,5,8,8,10,2,3,4,0.2023807064064681,2000-01-29
10,10,6,7,4,4,3,6,7,0.5378361077510346,2000-01-28
3,6,1,8,6,0,0,6,7,0.76224511156068,2000-01-31
0,6,0,5,5,9,7,7,1,0.4912892684004727,2000-01-22
5,5,5,10,0,10,8,5,7,0.7474010067364298,2000-02-02
10,10,7,4,7,0,4,7,4,0.16735251751061775,2000-02-07
4,4,7,2,1,8,9,1,0,0.04245708013703253,2000-01-13
5,10,3,9,2,6,0,9,3,0.7178561248345326,2000-02-16
8,10,5,6,3,5,7,5,0,0.26087418981919264,2000-01-13
0,2,6,9,1,8,7,9,5,0.3271232500194713,2000-02-04
0,9,2,8,5,7,10,7,2,0.11391916902094434,2000-02-16
2,7,6,8,7,1,7,2,10,0.6748816696206115,2000-01-10
0,7,5,10,2,6,5,4,1,0.6020614963679474,2000-02-18
4,6,5,5,10,2,7,8,2,0.6172969933272083,2000-01-12
2,6,2,3,8,10,10,2,6,0.6528720637407197,2000-02-19
0,6,2,9,8,1,2,1,7,0.1604495684191154,2000-01-09
0,8,5,6,10,4,3,8,5,0.4060368402656154,2000-01-02
0,5,2,6,10,1,7,9,3,0.16711941660802354,2000-01-14
1,5,3,5,4,3,2,2,2,0.6226907964802063,2000-02-06
6,2,6,5,0,4,4,2,9,0.8986189428767009,2000-01-25
5,3,3,9,2,2,10,9,7,0.6585536240486487,2000-01-28
0,2,2,0,10,2,10,2,7,0.05489015172527967,2000-02-13
4,1,3,2,10,9,5,7,8,0.49796720324706,2000-02-18
2,0,9,8,5,4,8,2,8,0.12834863684398123,2000-01-08
7,9,1,9,0,1,4,9,10,0.7927052370410739,2000-02-05
2,2,3,0,1,9,0,10,2,0.69227351076472,2000-01-04
1,5,3,2,3,1,2,8,10,0.6476915065245232,2000-01-13
3,2,9,7,10,8,9,5,10,0.25296647260367966,2000-02-13
0,8,7,0,9,3,1,4,5,0.9842251431870688,2000-02-08
9,5,2,0,1,9,4,4,10,0.9528483597314389,2000-01-15
1,0,0,1,5,5,6,0,10,0.7220170159663515,2000-02-01
5,7,7,10,5,9,6,7,0,0.5164410400832307,2000-01-18
5,6,8,10,1,2,3,1,4,0.2972796159123987,2000-02-14
3,3,5,5,5,2,4,6,6,0.5748210948259475,2000-02-05
6,3,5,2,6,2,10,6,7,0.11354031824880229,2000-02-04
1,5,1,1,9,0,1,4,0,0.3367585673067416,2000-01-28
8,7,9,7,7,8,10,4,6,0.8368536197992771,2000-02-18
4,5,4,5,6,7,3,10,4,0.4972878287971906,2000-01-26
0,1,1,9,7,3,10,1,2,0.5844973078857492,2000-02-09
5,5,1,5,8,6,0,9,6,0.8371316607094857,2000-01-06
1,0,3,10,7,10,5,5,9,0.10089081876618766,2000-02-05
5,1,1,4,3,7,8,2,0,0.5351985795990738,2000-02-01
8,4,6,8,1,10,6,2,1,0.05666288853607904,2000-01-26
6,1,4,6,4,4,4,1,9,0.18604891036856375,2000-02-17
6,8,1,1,6,2,4,8,10,0.3374615209340335,2000-02-10
5,5,2,0,1,7,10,7,2,0.1580022517544063,2000-02-15
0,8,4,6,1,4,7,2,1,0.5256294010536497,2000-01-05
4,5,6,7,1,8,2,5,2,0.48404383986162847,2000-02-13
10,5,2,0,2,3,2,6,3,0.8721479295044107,2000-01-14
2,5,4,2,8,3,8,6,8,0.6329148669688103,2000-01-29
10,7,10,8,5,9,10,3,0,0.17066368396749498,2000-02-14
4,7,0,7,4,9,5,7,8,0.9384894469279141,2000-01-01
5,3,7,2,5,9,8,3,10,0.77510204336139,2000-02-03
8,1,10,0,3,1,8,6,4,0.7484660147621873,2000-01-23
5,6,0,3,9,3,8,8,5,0.8981169072687266,2000-01-16
7,1,6,3,4,10,2,1,7,0.8429703481942542,2000-01-14
1,10,0,9,3,2,1,7,5,0.7213776252331834,2000-02-05
2,2,4,2,6,7,1,9,0,0.11097642057926971,2000-02-08
7,6,8,10,5,0,1,5,0,0.4738215479215815,2000-01-27
6,5,8,7,7,1,8,9,1,0.39955715125558855,2000-02-13
9,0,5,10,7,8,5,0,3,0.7161631996486474,2000-01-07
6,7,1,10,6,9,5,4,5,0.7681078799557243,2000-02-04
3,5,2,1,5,1,3,7,6,0.1366083858023477,2000-02-01
3,9,2,5,2,5,9,1,7,0.7653572456208201,2000-01-13
10,6,3,4,6,1,7,9,1,0.12721114949887935,2000-01-19
2,3,5,9,4,10,10,4,1,0.06376948050675224,2000-01-04
4,1,1,5,9,8,9,6,3,0.3852660664557759,2000-02-17
2,4,2,4,5,8,5,8,4,0.11702760962275438,2000-02-08
10,8,6,6,1,10,8,6,9,0.8644057823959749,2000-01-03
7,10,5,5,7,4,8,10,3,0.24104062799261894,2000-01-17
2,10,0,7,6,8,0,2,3,0.9657397246233727,2000-01-07
1,2,1,4,10,9,5,10,2,0.04270889699950953,2000-02-15
4,7,1,5,3,5,0,7,0,0.9171438070508694,2000-01-17
8,10,5,2,2,1,6,6,2,0.17771603208897446,2000-01-03
0,2,3,1,8,0,0,9,7,0.4513798571197226,2000-02-04
0,5,2,9,5,2,3,5,6,0.4462942595847551,2000-02-17
7,8,6,5,10,3,7,7,7,0.25589613566687,2000-02-01
8,0,10,7,6,8,5,1,4,0.4067492607659584,2000-01-11
1,7,2,9,0,3,8,5,1,0.774565574244489,2000-02-19
9,7,2,10,5,0,1,8,9,0.07805098936203281,2000-01-25
10,0,10,0,4,6,0,5,8,0.39107962805160223,2000-01-16
7,5,1,10,4,6,7,10,10,0.7994670172967001,2000-01-25
1,0,0,3,4,3,2,10,7,0.6519690713792544,2000-02-10
8,5,6,3,6,6,7,0,2,0.2027490873670592,2000-02-11
5,2,0,5,7,10,10,10,9,0.9148883278907872,2000-01-23
9,3,7,5,8,7,9,3,5,0.5870612535402716,2000-02-10
2,6,1,9,2,5,5,8,0,0.6817969840702529,2000-01-18
2,4,7,1,4,1,1,10,9,0.8190746946455154,2000-01-23
6,3,9,0,0,7,0,8,6,0.808952152320124,2000-01-11
8,0,10,2,5,7,8,9,0,0.5761082710610083,2000-02-08
9,10,6,0,1,4,3,8,2,0.5881547613919363,2000-01-01
0,7,7,0,6,0,4,2,5,0.8459629279899006,2000-01-31
